x,y,z,date,designator,x_led,y_led,time_delta,driver_number
2194,6069,0,2023-08-27T12:12:01.274000+00:00,U59,2319,6071,240,2
1019,4823,537,2023-08-27T12:12:01.274000+00:00,U52,920,4804,240,18
652,3854,537,2023-08-27T12:12:01.274000+00:00,U50,588,3990,240,22
1387,5735,537,2023-08-27T12:12:01.274000+00:00,U54,1250,5615,240,1
8498,1956,547,2023-08-27T12:12:01.294000+00:00,U90,8451,1785,20,23
1173,5229,537,2023-08-27T12:12:01.294000+00:00,U53,1086,5212,20,14
6043,2640,534,2023-08-27T12:12:01.294000+00:00,U13,6159,2530,20,77
757,2689,527,2023-08-27T12:12:01.294000+00:00,U68,710,2755,20,10
574,-1588,525,2023-08-27T12:12:01.294000+00:00,U34,779,-1606,20,24
793,4226,537,2023-08-27T12:12:01.294000+00:00,U51,755,4396,20,44
782,3232,538,2023-08-27T12:12:01.294000+00:00,U67,811,3188,20,27
1233,5363,537,2023-08-27T12:12:01.294000+00:00,U53,1086,5212,20,40
2384,1654,525,2023-08-27T12:12:01.294000+00:00,U22,2387,1624,20,16
5668,1105,521,2023-08-27T12:12:01.294000+00:00,U5,5727,1143,20,20
4531,2861,525,2023-08-27T12:12:01.294000+00:00,U77,4523,2772,20,4
-544,-1220,557,2023-08-27T12:12:01.294000+00:00,U37,-482,-1346,20,31
8196,3475,567,2023-08-27T12:12:01.294000+00:00,U86,8241,3335,20,11
4652,2466,540,2023-08-27T12:12:01.294000+00:00,U16,4857,2434,20,81
7467,193,528,2023-08-27T12:12:01.294000+00:00,U94,7581,275,20,63
1487,-1389,513,2023-08-27T12:12:01.294000+00:00,U32,1537,-1267,20,55
2192,6062,0,2023-08-27T12:12:01.294000+00:00,U59,2319,6071,20,2
1020,4825,537,2023-08-27T12:12:01.294000+00:00,U52,920,4804,20,18
654,3858,537,2023-08-27T12:12:01.294000+00:00,U50,588,3990,20,22
1388,5739,537,2023-08-27T12:12:01.294000+00:00,U54,1250,5615,20,1
8431,1850,550,2023-08-27T12:12:01.494000+00:00,U90,8451,1785,200,23
1178,5241,537,2023-08-27T12:12:01.494000+00:00,U53,1086,5212,200,14
5928,2641,534,2023-08-27T12:12:01.494000+00:00,U14,5725,2525,200,77
802,2655,527,2023-08-27T12:12:01.494000+00:00,U68,710,2755,200,10
484,-1582,527,2023-08-27T12:12:01.494000+00:00,U35,344,-1604,200,24
793,4226,537,2023-08-27T12:12:01.494000+00:00,U51,755,4396,200,44
734,3184,536,2023-08-27T12:12:01.494000+00:00,U67,811,3188,200,27
1236,5370,537,2023-08-27T12:12:01.494000+00:00,U53,1086,5212,200,40
2319,1621,523,2023-08-27T12:12:01.494000+00:00,U22,2387,1624,200,16
5703,1136,522,2023-08-27T12:12:01.494000+00:00,U5,5727,1143,200,20
4675,2883,525,2023-08-27T12:12:01.494000+00:00,U77,4523,2772,200,4
-644,-1132,562,2023-08-27T12:12:01.494000+00:00,U38,-785,-1038,200,31
8308,3403,560,2023-08-27T12:12:01.494000+00:00,U86,8241,3335,200,11
4521,2430,542,2023-08-27T12:12:01.494000+00:00,U17,4429,2356,200,81
7390,150,526,2023-08-27T12:12:01.494000+00:00,U95,7274,-35,200,63
1424,-1460,515,2023-08-27T12:12:01.494000+00:00,U32,1537,-1267,200,55
2172,6000,0,2023-08-27T12:12:01.494000+00:00,U59,2319,6071,200,2
1027,4844,537,2023-08-27T12:12:01.494000+00:00,U52,920,4804,200,18
665,3887,537,2023-08-27T12:12:01.494000+00:00,U50,588,3990,200,22
1402,5775,537,2023-08-27T12:12:01.494000+00:00,U54,1250,5615,200,1
8328,1687,553,2023-08-27T12:12:01.794000+00:00,U90,8451,1785,300,23
1185,5258,537,2023-08-27T12:12:01.794000+00:00,U53,1086,5212,300,14
5750,2637,535,2023-08-27T12:12:01.794000+00:00,U14,5725,2525,300,77
877,2617,529,2023-08-27T12:12:01.794000+00:00,U68,710,2755,300,10
346,-1570,529,2023-08-27T12:12:01.794000+00:00,U35,344,-1604,300,24
793,4226,537,2023-08-27T12:12:01.794000+00:00,U51,755,4396,300,44
682,3103,534,2023-08-27T12:12:01.794000+00:00,U67,811,3188,300,27
1241,5382,537,2023-08-27T12:12:01.794000+00:00,U53,1086,5212,300,40
2223,1577,522,2023-08-27T12:12:01.794000+00:00,U22,2387,1624,300,16
5758,1180,522,2023-08-27T12:12:01.794000+00:00,U5,5727,1143,300,20
4888,2942,526,2023-08-27T12:12:01.794000+00:00,U78,4945,2886,300,4
-777,-982,566,2023-08-27T12:12:01.794000+00:00,U38,-785,-1038,300,31
8453,3271,549,2023-08-27T12:12:01.794000+00:00,U86,8241,3335,300,11
4324,2372,544,2023-08-27T12:12:01.794000+00:00,U17,4429,2356,300,81
7243,99,525,2023-08-27T12:12:01.794000+00:00,U95,7274,-35,300,63
1307,-1542,517,2023-08-27T12:12:01.794000+00:00,U33,1208,-1555,300,55
2140,5899,0,2023-08-27T12:12:01.794000+00:00,U60,2152,5660,300,2
1038,4873,537,2023-08-27T12:12:01.794000+00:00,U52,920,4804,300,18
683,3935,537,2023-08-27T12:12:01.794000+00:00,U50,588,3990,300,22
1425,5834,537,2023-08-27T12:12:01.794000+00:00,U55,1418,6017,300,1
8217,1511,555,2023-08-27T12:12:02.074000+00:00,U91,8203,1426,280,23
1193,5275,537,2023-08-27T12:12:02.074000+00:00,U53,1086,5212,280,14
5555,2624,536,2023-08-27T12:12:02.074000+00:00,U14,5725,2525,280,77
965,2593,532,2023-08-27T12:12:02.074000+00:00,U69,1116,2595,280,10
193,-1546,531,2023-08-27T12:12:02.074000+00:00,U35,344,-1604,280,24
793,4226,537,2023-08-27T12:12:02.074000+00:00,U51,755,4396,280,44
653,3012,533,2023-08-27T12:12:02.074000+00:00,U67,811,3188,280,27
1247,5394,537,2023-08-27T12:12:02.074000+00:00,U54,1250,5615,280,40
2125,1548,521,2023-08-27T12:12:02.074000+00:00,U23,1988,1453,280,16
5824,1226,522,2023-08-27T12:12:02.074000+00:00,U5,5727,1143,280,20
5108,3036,526,2023-08-27T12:12:02.074000+00:00,U78,4945,2886,280,4
-894,-798,572,2023-08-27T12:12:02.074000+00:00,U39,-966,-644,280,31
8572,3107,540,2023-08-27T12:12:02.074000+00:00,U87,8549,3025,280,11
4113,2300,548,2023-08-27T12:12:02.074000+00:00,U18,4004,2249,280,81
7076,72,524,2023-08-27T12:12:02.074000+00:00,U95,7274,-35,280,63
1160,-1592,519,2023-08-27T12:12:02.074000+00:00,U33,1208,-1555,280,55
2070,5520,533,2023-08-27T12:12:02.074000+00:00,U60,2152,5660,280,2
1050,4903,537,2023-08-27T12:12:02.074000+00:00,U52,920,4804,280,18
702,3985,537,2023-08-27T12:12:02.074000+00:00,U50,588,3990,280,22
1452,5905,537,2023-08-27T12:12:02.074000+00:00,U55,1418,6017,280,1
8135,1376,554,2023-08-27T12:12:02.354000+00:00,U91,8203,1426,280,23
1198,5286,537,2023-08-27T12:12:02.354000+00:00,U53,1086,5212,280,14
5406,2610,537,2023-08-27T12:12:02.354000+00:00,U15,5288,2489,280,77
1036,2588,537,2023-08-27T12:12:02.354000+00:00,U69,1116,2595,280,10
76,-1518,534,2023-08-27T12:12:02.354000+00:00,U36,-88,-1539,280,24
793,4226,537,2023-08-27T12:12:02.354000+00:00,U51,755,4396,280,44
647,2944,531,2023-08-27T12:12:02.354000+00:00,U68,710,2755,280,27
1251,5402,537,2023-08-27T12:12:02.354000+00:00,U54,1250,5615,280,40
2057,1547,521,2023-08-27T12:12:02.354000+00:00,U23,1988,1453,280,16
5879,1258,522,2023-08-27T12:12:02.354000+00:00,U5,5727,1143,280,20
5267,3122,528,2023-08-27T12:12:02.354000+00:00,U79,5331,3087,280,4
-961,-648,578,2023-08-27T12:12:02.354000+00:00,U39,-966,-644,280,31
8637,2973,535,2023-08-27T12:12:02.354000+00:00,U87,8549,3025,280,11
3955,2241,551,2023-08-27T12:12:02.354000+00:00,U18,4004,2249,280,81
6948,66,523,2023-08-27T12:12:02.354000+00:00,U96,6839,-46,280,63
1040,-1605,520,2023-08-27T12:12:02.354000+00:00,U33,1208,-1555,280,55
2040,5423,532,2023-08-27T12:12:02.354000+00:00,U61,1988,5255,280,2
1058,4926,537,2023-08-27T12:12:02.354000+00:00,U52,920,4804,280,18
715,4020,537,2023-08-27T12:12:02.354000+00:00,U50,588,3990,280,22
1475,5964,537,2023-08-27T12:12:02.354000+00:00,U55,1418,6017,280,1
8041,1214,552,2023-08-27T12:12:02.634000+00:00,U92,7973,1053,280,23
1204,5300,537,2023-08-27T12:12:02.634000+00:00,U53,1086,5212,280,14
5230,2587,537,2023-08-27T12:12:02.634000+00:00,U15,5288,2489,280,77
1122,2597,545,2023-08-27T12:12:02.634000+00:00,U69,1116,2595,280,10
-18,-1490,536,2023-08-27T12:12:02.634000+00:00,U36,-88,-1539,280,24
793,4226,537,2023-08-27T12:12:02.634000+00:00,U51,755,4396,280,44
654,2867,529,2023-08-27T12:12:02.634000+00:00,U68,710,2755,280,27
1255,5412,537,2023-08-27T12:12:02.634000+00:00,U54,1250,5615,280,40
1984,1576,520,2023-08-27T12:12:02.634000+00:00,U23,1988,1453,280,16
5949,1294,522,2023-08-27T12:12:02.634000+00:00,U6,6141,1268,280,20
5448,3232,534,2023-08-27T12:12:02.634000+00:00,U79,5331,3087,280,4
-1008,-463,578,2023-08-27T12:12:02.634000+00:00,U39,-966,-644,280,31
8685,2810,531,2023-08-27T12:12:02.634000+00:00,U88,8703,2612,280,11
3782,2176,553,2023-08-27T12:12:02.634000+00:00,U19,3592,2122,280,81
6795,70,523,2023-08-27T12:12:02.634000+00:00,U96,6839,-46,280,63
899,-1604,520,2023-08-27T12:12:02.634000+00:00,U34,779,-1606,280,55
1987,5310,531,2023-08-27T12:12:02.634000+00:00,U61,1988,5255,280,2
1068,4951,537,2023-08-27T12:12:02.634000+00:00,U52,920,4804,280,18
732,4063,537,2023-08-27T12:12:02.634000+00:00,U50,588,3990,280,22
1504,6039,537,2023-08-27T12:12:02.634000+00:00,U55,1418,6017,280,1
7966,1069,548,2023-08-27T12:12:02.874000+00:00,U92,7973,1053,240,23
1209,5311,537,2023-08-27T12:12:02.874000+00:00,U53,1086,5212,240,14
5077,2562,538,2023-08-27T12:12:02.874000+00:00,U15,5288,2489,240,77
1196,2613,550,2023-08-27T12:12:02.874000+00:00,U69,1116,2595,240,10
-135,-1448,539,2023-08-27T12:12:02.874000+00:00,U36,-88,-1539,240,24
793,4226,537,2023-08-27T12:12:02.874000+00:00,U51,755,4396,240,44
671,2806,528,2023-08-27T12:12:02.874000+00:00,U68,710,2755,240,27
1259,5421,537,2023-08-27T12:12:02.874000+00:00,U54,1250,5615,240,40
1925,1620,520,2023-08-27T12:12:02.874000+00:00,U23,1988,1453,240,16
6013,1323,523,2023-08-27T12:12:02.874000+00:00,U6,6141,1268,240,20
5604,3327,542,2023-08-27T12:12:02.874000+00:00,U80,5703,3315,240,4
-1013,-294,575,2023-08-27T12:12:02.874000+00:00,U40,-1015,-206,240,31
8702,2661,530,2023-08-27T12:12:02.874000+00:00,U88,8703,2612,240,11
3622,2121,553,2023-08-27T12:12:02.874000+00:00,U19,3592,2122,240,81
6661,82,523,2023-08-27T12:12:02.874000+00:00,U96,6839,-46,240,63
778,-1598,522,2023-08-27T12:12:02.874000+00:00,U34,779,-1606,240,55
1940,5207,531,2023-08-27T12:12:02.874000+00:00,U61,1988,5255,240,2
1075,4971,537,2023-08-27T12:12:02.874000+00:00,U52,920,4804,240,18
746,4102,537,2023-08-27T12:12:02.874000+00:00,U50,588,3990,240,22
1532,6110,537,2023-08-27T12:12:02.874000+00:00,U55,1418,6017,240,1
7884,894,543,2023-08-27T12:12:03.054000+00:00,U92,7973,1053,180,23
1215,5323,537,2023-08-27T12:12:03.054000+00:00,U53,1086,5212,180,14
4898,2526,539,2023-08-27T12:12:03.054000+00:00,U16,4857,2434,180,77
1284,2637,559,2023-08-27T12:12:03.054000+00:00,U69,1116,2595,180,10
-278,-1387,544,2023-08-27T12:12:03.054000+00:00,U37,-482,-1346,180,24
793,4226,537,2023-08-27T12:12:03.054000+00:00,U51,755,4396,180,44
705,2743,527,2023-08-27T12:12:03.054000+00:00,U68,710,2755,180,27
1268,5440,537,2023-08-27T12:12:03.054000+00:00,U54,1250,5615,180,40
1862,1678,520,2023-08-27T12:12:03.054000+00:00,U24,1703,1779,180,16
6095,1353,523,2023-08-27T12:12:03.054000+00:00,U6,6141,1268,180,20
5790,3429,553,2023-08-27T12:12:03.054000+00:00,U80,5703,3315,180,4
-987,-94,570,2023-08-27T12:12:03.054000+00:00,U40,-1015,-206,180,31
8697,2486,531,2023-08-27T12:12:03.054000+00:00,U88,8703,2612,180,11
3432,2063,552,2023-08-27T12:12:03.054000+00:00,U19,3592,2122,180,81
6502,107,523,2023-08-27T12:12:03.054000+00:00,U1,6413,33,180,63
638,-1591,524,2023-08-27T12:12:03.054000+00:00,U34,779,-1606,180,55
1885,5080,532,2023-08-27T12:12:03.054000+00:00,U61,1988,5255,180,2
1084,4994,537,2023-08-27T12:12:03.054000+00:00,U53,1086,5212,180,18
762,4144,537,2023-08-27T12:12:03.054000+00:00,U50,588,3990,180,22
1565,6195,537,2023-08-27T12:12:03.054000+00:00,U56,1583,6419,180,1
7762,618,537,2023-08-27T12:12:03.494000+00:00,U93,7777,664,440,23
1224,5343,537,2023-08-27T12:12:03.494000+00:00,U53,1086,5212,440,14
4599,2452,541,2023-08-27T12:12:03.494000+00:00,U17,4429,2356,440,77
1442,2684,570,2023-08-27T12:12:03.494000+00:00,U70,1529,2717,440,10
-506,-1249,555,2023-08-27T12:12:03.494000+00:00,U37,-482,-1346,440,24
793,4226,537,2023-08-27T12:12:03.494000+00:00,U51,755,4396,440,44
798,2658,527,2023-08-27T12:12:03.494000+00:00,U68,710,2755,440,27
1288,5485,537,2023-08-27T12:12:03.494000+00:00,U54,1250,5615,440,40
1750,1755,514,2023-08-27T12:12:03.494000+00:00,U24,1703,1779,440,16
6246,1397,523,2023-08-27T12:12:03.494000+00:00,U6,6141,1268,440,20
6129,3557,570,2023-08-27T12:12:03.494000+00:00,U81,6105,3484,440,4
-879,217,560,2023-08-27T12:12:03.494000+00:00,U41,-923,231,440,31
8623,2189,538,2023-08-27T12:12:03.494000+00:00,U89,8662,2173,440,11
3127,1966,546,2023-08-27T12:12:03.494000+00:00,U20,3181,1977,440,81
6237,177,523,2023-08-27T12:12:03.494000+00:00,U1,6413,33,440,63
413,-1577,528,2023-08-27T12:12:03.494000+00:00,U35,344,-1604,440,55
1805,4842,536,2023-08-27T12:12:03.494000+00:00,U62,1853,4836,440,2
1093,5017,537,2023-08-27T12:12:03.494000+00:00,U53,1086,5212,440,18
790,4217,537,2023-08-27T12:12:03.494000+00:00,U51,755,4396,440,22
1615,6325,537,2023-08-27T12:12:03.494000+00:00,U56,1583,6419,440,1
7640,379,534,2023-08-27T12:12:03.934000+00:00,U94,7581,275,440,23
1233,5362,537,2023-08-27T12:12:03.934000+00:00,U53,1086,5212,440,14
4301,2364,545,2023-08-27T12:12:03.934000+00:00,U17,4429,2356,440,77
1594,2734,578,2023-08-27T12:12:03.934000+00:00,U70,1529,2717,440,10
-710,-1063,564,2023-08-27T12:12:03.934000+00:00,U38,-785,-1038,440,24
793,4226,537,2023-08-27T12:12:03.934000+00:00,U51,755,4396,440,44
919,2602,529,2023-08-27T12:12:03.934000+00:00,U69,1116,2595,440,27
1298,5506,537,2023-08-27T12:12:03.934000+00:00,U54,1250,5615,440,40
1618,1792,509,2023-08-27T12:12:03.934000+00:00,U24,1703,1779,440,16
6320,1413,523,2023-08-27T12:12:03.934000+00:00,U6,6141,1268,440,20
6435,3607,585,2023-08-27T12:12:03.934000+00:00,U82,6538,3545,440,4
-729,584,557,2023-08-27T12:12:03.934000+00:00,U42,-762,650,440,31
8486,1938,547,2023-08-27T12:12:03.934000+00:00,U90,8451,1785,440,11
2847,1862,538,2023-08-27T12:12:03.934000+00:00,U21,2779,1812,440,81
5992,280,524,2023-08-27T12:12:03.934000+00:00,U2,6007,197,440,63
192,-1545,531,2023-08-27T12:12:03.934000+00:00,U35,344,-1604,440,55
1771,4599,534,2023-08-27T12:12:03.934000+00:00,U63,1784,4407,440,2
1102,5042,537,2023-08-27T12:12:03.934000+00:00,U53,1086,5212,440,18
824,4307,537,2023-08-27T12:12:03.934000+00:00,U51,755,4396,440,22
1656,6430,537,2023-08-27T12:12:03.934000+00:00,U56,1583,6419,440,1
7591,308,532,2023-08-27T12:12:04.233000+00:00,U94,7581,275,299,23
1236,5369,537,2023-08-27T12:12:04.233000+00:00,U53,1086,5212,299,14
4198,2330,547,2023-08-27T12:12:04.233000+00:00,U18,4004,2249,299,77
1660,2760,580,2023-08-27T12:12:04.233000+00:00,U70,1529,2717,299,10
-773,-987,566,2023-08-27T12:12:04.233000+00:00,U38,-785,-1038,299,24
793,4226,537,2023-08-27T12:12:04.233000+00:00,U51,755,4396,299,44
967,2592,532,2023-08-27T12:12:04.233000+00:00,U69,1116,2595,299,27
1302,5515,537,2023-08-27T12:12:04.233000+00:00,U54,1250,5615,299,40
1571,1795,507,2023-08-27T12:12:04.233000+00:00,U24,1703,1779,299,16
6383,1424,523,2023-08-27T12:12:04.233000+00:00,U7,6567,1355,299,20
6574,3617,590,2023-08-27T12:12:04.233000+00:00,U82,6538,3545,299,4
-687,693,556,2023-08-27T12:12:04.233000+00:00,U42,-762,650,299,31
8431,1849,550,2023-08-27T12:12:04.233000+00:00,U90,8451,1785,299,11
2764,1828,536,2023-08-27T12:12:04.233000+00:00,U21,2779,1812,299,81
5919,320,524,2023-08-27T12:12:04.233000+00:00,U2,6007,197,299,63
117,-1528,534,2023-08-27T12:12:04.233000+00:00,U36,-88,-1539,299,55
1771,4496,532,2023-08-27T12:12:04.233000+00:00,U63,1784,4407,299,2
1104,5047,537,2023-08-27T12:12:04.233000+00:00,U53,1086,5212,299,18
834,4333,537,2023-08-27T12:12:04.233000+00:00,U51,755,4396,299,22
1672,6464,537,2023-08-27T12:12:04.233000+00:00,U56,1583,6419,299,1
7479,200,528,2023-08-27T12:12:04.514000+00:00,U94,7581,275,281,23
1241,5381,537,2023-08-27T12:12:04.514000+00:00,U53,1086,5212,281,14
4005,2260,550,2023-08-27T12:12:04.514000+00:00,U18,4004,2249,281,77
1768,2800,585,2023-08-27T12:12:04.514000+00:00,U71,1947,2848,281,10
-876,-830,570,2023-08-27T12:12:04.514000+00:00,U39,-966,-644,281,24
793,4226,537,2023-08-27T12:12:04.514000+00:00,U51,755,4396,281,44
1065,2589,540,2023-08-27T12:12:04.514000+00:00,U69,1116,2595,281,27
1309,5534,537,2023-08-27T12:12:04.514000+00:00,U54,1250,5615,281,40
1487,1787,507,2023-08-27T12:12:04.514000+00:00,U24,1703,1779,281,16
6511,1443,523,2023-08-27T12:12:04.514000+00:00,U7,6567,1355,281,20
6768,3625,595,2023-08-27T12:12:04.514000+00:00,U83,6969,3536,281,4
-607,901,552,2023-08-27T12:12:04.514000+00:00,U43,-591,1078,281,31
8326,1683,553,2023-08-27T12:12:04.514000+00:00,U90,8451,1785,281,11
2626,1769,532,2023-08-27T12:12:04.514000+00:00,U21,2779,1812,281,81
5825,383,524,2023-08-27T12:12:04.514000+00:00,U3,5652,444,281,63
-20,-1489,536,2023-08-27T12:12:04.514000+00:00,U36,-88,-1539,281,55
1781,4353,531,2023-08-27T12:12:04.514000+00:00,U63,1784,4407,281,2
1107,5056,537,2023-08-27T12:12:04.514000+00:00,U53,1086,5212,281,18
851,4379,537,2023-08-27T12:12:04.514000+00:00,U51,755,4396,281,22
1715,6519,537,2023-08-27T12:12:04.514000+00:00,U56,1583,6419,281,1
7430,172,527,2023-08-27T12:12:04.674000+00:00,U94,7581,275,160,23
1244,5387,537,2023-08-27T12:12:04.674000+00:00,U54,1250,5615,160,14
3902,2221,552,2023-08-27T12:12:04.674000+00:00,U18,4004,2249,160,77
1833,2824,587,2023-08-27T12:12:04.674000+00:00,U71,1947,2848,160,10
-923,-740,574,2023-08-27T12:12:04.674000+00:00,U39,-966,-644,160,24
793,4226,537,2023-08-27T12:12:04.674000+00:00,U51,755,4396,160,44
1120,2596,545,2023-08-27T12:12:04.674000+00:00,U69,1116,2595,160,27
1313,5544,537,2023-08-27T12:12:04.674000+00:00,U54,1250,5615,160,40
1444,1777,507,2023-08-27T12:12:04.674000+00:00,U25,1271,1738,160,16
6578,1452,523,2023-08-27T12:12:04.674000+00:00,U7,6567,1355,160,20
6891,3628,597,2023-08-27T12:12:04.674000+00:00,U83,6969,3536,160,4
-563,1013,550,2023-08-27T12:12:04.674000+00:00,U43,-591,1078,160,31
8270,1595,554,2023-08-27T12:12:04.674000+00:00,U91,8203,1426,160,11
2561,1740,530,2023-08-27T12:12:04.674000+00:00,U22,2387,1624,160,81
5768,427,524,2023-08-27T12:12:04.674000+00:00,U3,5652,444,160,63
-93,-1464,538,2023-08-27T12:12:04.674000+00:00,U36,-88,-1539,160,55
1788,4278,530,2023-08-27T12:12:04.674000+00:00,U63,1784,4407,160,2
1109,5060,537,2023-08-27T12:12:04.674000+00:00,U53,1086,5212,160,18
860,4402,537,2023-08-27T12:12:04.674000+00:00,U51,755,4396,160,22
1740,6541,537,2023-08-27T12:12:04.674000+00:00,U56,1583,6419,160,1
7334,126,526,2023-08-27T12:12:04.874000+00:00,U95,7274,-35,200,23
1247,5395,537,2023-08-27T12:12:04.874000+00:00,U54,1250,5615,200,14
3796,2182,553,2023-08-27T12:12:04.874000+00:00,U19,3592,2122,200,77
1918,2854,590,2023-08-27T12:12:04.874000+00:00,U71,1947,2848,200,10
-970,-622,576,2023-08-27T12:12:04.874000+00:00,U39,-966,-644,200,24
793,4226,537,2023-08-27T12:12:04.874000+00:00,U51,755,4396,200,44
1195,2612,550,2023-08-27T12:12:04.874000+00:00,U69,1116,2595,200,27
1319,5560,537,2023-08-27T12:12:04.874000+00:00,U54,1250,5615,200,40
1394,1757,508,2023-08-27T12:12:04.874000+00:00,U25,1271,1738,200,16
6671,1466,523,2023-08-27T12:12:04.874000+00:00,U7,6567,1355,200,20
7046,3628,599,2023-08-27T12:12:04.874000+00:00,U83,6969,3536,200,4
-509,1154,548,2023-08-27T12:12:04.874000+00:00,U43,-591,1078,200,31
8200,1483,555,2023-08-27T12:12:04.874000+00:00,U91,8203,1426,200,11
2486,1704,528,2023-08-27T12:12:04.874000+00:00,U22,2387,1624,200,81
5703,484,524,2023-08-27T12:12:04.874000+00:00,U3,5652,444,200,63
-183,-1430,541,2023-08-27T12:12:04.874000+00:00,U36,-88,-1539,200,55
1796,4195,530,2023-08-27T12:12:04.874000+00:00,U63,1784,4407,200,2
1112,5067,537,2023-08-27T12:12:04.874000+00:00,U53,1086,5212,200,18
871,4431,537,2023-08-27T12:12:04.874000+00:00,U51,755,4396,200,22
1778,6566,537,2023-08-27T12:12:04.874000+00:00,U57,1909,6702,200,1
7254,101,525,2023-08-27T12:12:05.054000+00:00,U95,7274,-35,180,23
1250,5401,537,2023-08-27T12:12:05.054000+00:00,U54,1250,5615,180,14
3692,2144,553,2023-08-27T12:12:05.054000+00:00,U19,3592,2122,180,77
1989,2878,591,2023-08-27T12:12:05.054000+00:00,U71,1947,2848,180,10
-997,-525,578,2023-08-27T12:12:05.054000+00:00,U39,-966,-644,180,24
793,4226,537,2023-08-27T12:12:05.054000+00:00,U51,755,4396,180,44
1257,2629,557,2023-08-27T12:12:05.054000+00:00,U69,1116,2595,180,27
1324,5573,537,2023-08-27T12:12:05.054000+00:00,U54,1250,5615,180,40
1357,1737,508,2023-08-27T12:12:05.054000+00:00,U25,1271,1738,180,16
6751,1480,523,2023-08-27T12:12:05.054000+00:00,U7,6567,1355,180,20
7169,3628,599,2023-08-27T12:12:05.054000+00:00,U83,6969,3536,180,4
-464,1267,545,2023-08-27T12:12:05.054000+00:00,U43,-591,1078,180,31
8144,1392,554,2023-08-27T12:12:05.054000+00:00,U91,8203,1426,180,11
2431,1677,526,2023-08-27T12:12:05.054000+00:00,U22,2387,1624,180,81
5657,530,525,2023-08-27T12:12:05.054000+00:00,U3,5652,444,180,63
-253,-1399,544,2023-08-27T12:12:05.054000+00:00,U36,-88,-1539,180,55
1801,4109,531,2023-08-27T12:12:05.054000+00:00,U64,1779,3971,180,2
1114,5072,537,2023-08-27T12:12:05.054000+00:00,U53,1086,5212,180,18
880,4455,537,2023-08-27T12:12:05.054000+00:00,U51,755,4396,180,22
1813,6583,537,2023-08-27T12:12:05.054000+00:00,U57,1909,6702,180,1
7150,81,524,2023-08-27T12:12:05.254000+00:00,U95,7274,-35,200,23
1254,5408,537,2023-08-27T12:12:05.254000+00:00,U54,1250,5615,200,14
3562,2102,553,2023-08-27T12:12:05.254000+00:00,U19,3592,2122,200,77
2082,2908,593,2023-08-27T12:12:05.254000+00:00,U71,1947,2848,200,10
-1013,-399,576,2023-08-27T12:12:05.254000+00:00,U40,-1015,-206,200,24
793,4226,537,2023-08-27T12:12:05.254000+00:00,U51,755,4396,200,44
1338,2652,563,2023-08-27T12:12:05.254000+00:00,U70,1529,2717,200,27
1331,5591,537,2023-08-27T12:12:05.254000+00:00,U54,1250,5615,200,40
1316,1706,509,2023-08-27T12:12:05.254000+00:00,U25,1271,1738,200,16
6842,1500,524,2023-08-27T12:12:05.254000+00:00,U8,6975,1482,200,20
7321,3626,598,2023-08-27T12:12:05.254000+00:00,U84,7402,3511,200,4
-409,1410,543,2023-08-27T12:12:05.254000+00:00,U44,-423,1497,200,31
8076,1278,553,2023-08-27T12:12:05.254000+00:00,U91,8203,1426,200,11
2367,1645,525,2023-08-27T12:12:05.254000+00:00,U22,2387,1624,200,81
5608,588,525,2023-08-27T12:12:05.254000+00:00,U3,5652,444,200,63
-338,-1356,548,2023-08-27T12:12:05.254000+00:00,U37,-482,-1346,200,55
1801,4021,532,2023-08-27T12:12:05.254000+00:00,U64,1779,3971,200,2
1116,5080,537,2023-08-27T12:12:05.254000+00:00,U53,1086,5212,200,18
890,4483,537,2023-08-27T12:12:05.254000+00:00,U51,755,4396,200,22
1855,6597,537,2023-08-27T12:12:05.254000+00:00,U57,1909,6702,200,1
6967,66,523,2023-08-27T12:12:05.594000+00:00,U96,6839,-46,340,23
1259,5421,537,2023-08-27T12:12:05.594000+00:00,U54,1250,5615,340,14
3346,2037,551,2023-08-27T12:12:05.594000+00:00,U20,3181,1977,340,77
2250,2957,595,2023-08-27T12:12:05.594000+00:00,U72,2371,2946,340,10
-1001,-175,573,2023-08-27T12:12:05.594000+00:00,U40,-1015,-206,340,24
793,4226,537,2023-08-27T12:12:05.594000+00:00,U51,755,4396,340,44
1546,2717,577,2023-08-27T12:12:05.594000+00:00,U70,1529,2717,340,27
1345,5627,537,2023-08-27T12:12:05.594000+00:00,U54,1250,5615,340,40
1258,1640,510,2023-08-27T12:12:05.594000+00:00,U25,1271,1738,340,16
6979,1536,525,2023-08-27T12:12:05.594000+00:00,U8,6975,1482,340,20
7570,3617,593,2023-08-27T12:12:05.594000+00:00,U84,7402,3511,340,4
-316,1653,541,2023-08-27T12:12:05.594000+00:00,U44,-423,1497,340,31
7969,1077,548,2023-08-27T12:12:05.594000+00:00,U92,7973,1053,340,11
2263,1594,523,2023-08-27T12:12:05.594000+00:00,U22,2387,1624,340,81
5543,690,523,2023-08-27T12:12:05.594000+00:00,U4,5431,822,340,63
-478,-1269,554,2023-08-27T12:12:05.594000+00:00,U37,-482,-1346,340,55
1783,3895,535,2023-08-27T12:12:05.594000+00:00,U64,1779,3971,340,2
1122,5093,537,2023-08-27T12:12:05.594000+00:00,U53,1086,5212,340,18
908,4528,537,2023-08-27T12:12:05.594000+00:00,U51,755,4396,340,22
